GHtime,Current VP_air,Next VP_air,Predicted VP_air,Predicted VP_top
43326.2638888889,2139.898255954093,2139.898255954093,2287.6906355102483,2283.0854546449928
43326.2673611111,2139.898255954093,2139.898255954093,2287.146118630627,2282.5445389136594
43326.2708333334,2139.898255954093,2139.898255954093,2288.8969778466985,2284.770777712016
43326.2743055555,2139.898255954093,2124.422992044345,2289.1344336009265,2284.964285293517
43326.2777777778,2124.422992044345,2137.57227826276,2279.210922149647,2275.2806915206434
43326.28125,2137.57227826276,2124.4229929236926,2286.9608011924283,2282.7998193730473
43326.2847222222,2124.4229929236926,2124.4229916046643,2278.6283000234966,2274.676362511196
43326.2881944445,2124.4229916046643,2135.246303223758,2276.5852997587563,2272.5973870888965
43326.2916666666,2135.246303223758,2141.4312360078166,2284.8166962606388,2280.264702022191
43326.2951388889,2141.4312360078166,2140.5362765364266,2297.4031122869083,2292.782822350576
43326.2986111111,2140.5362765364266,2158.816962389368,2310.7558020902375,2305.991287615278
43326.3020833334,2158.816962389368,2134.8301092631186,2346.5759402380777,2341.6282974094242
43326.3055555555,2134.8301092631186,2103.647195971411,2356.878421180648,2352.46983289326
43326.3090277778,2103.647195971411,2079.2126869269123,2359.3763549832674,2355.0014447145345
43326.3125,2079.2126869269123,2072.68732812644,2386.7522616708357,2380.5265312995525
43326.3159722222,2072.68732812644,2065.682793712619,2415.477219894601,2409.1249466698496
43326.3194444445,2065.682793712619,2057.3353827816013,2465.3837050311326,2458.1495787581694
43326.3229166666,2057.3353827816013,2024.3187444629189,2512.1170163310967,2504.787434302674
43326.3263888889,2024.3187444629189,1985.0576080120418,2512.7733767086143,2505.9762386189377
43326.3298611111,1985.0576080120418,1979.5396140617945,2526.5155050509497,2520.120894753181
43326.3333333334,1979.5396140617945,1962.500994035293,2563.8144486635083,2556.856564021033
43326.3368055555,1962.500994035293,1934.8437224247741,2584.8463658193564,2577.976350278383
43326.3402777778,1934.8437224247741,1911.428979510247,2556.2457501665112,2550.1945195174453
43326.34375,1911.428979510247,1889.6143843330785,2523.636260146226,2517.058304958351
43326.3472222222,1889.6143843330785,1857.8296722895584,2503.8377580632514,2497.1383816179855
43326.3506944445,1857.8296722895584,1868.896884735106,2467.7213644220815,2461.9805168160665
43326.3541666666,1868.896884735106,1869.2336489123381,2513.22145008309,2506.030817102862
43326.3576388889,1869.2336489123381,1840.4862452507339,2604.178515730743,2595.6616053596977
43326.3611111111,1840.4862452507339,1807.477855760304,2675.4047291870615,2666.932130120767
43326.3645833334,1807.477855760304,1793.8467993179968,2671.0653292552383,2663.874554863724
43326.3680555555,1793.8467993179968,1794.9442207024279,2668.496486583206,2660.893764703925
43326.3715277778,1794.9442207024279,1793.7751966249668,2739.46067227052,2730.450176361062
43326.375,1793.7751966249668,1772.0140534704083,2781.336963809862,2772.253265431315
43326.3784722222,1772.0140534704083,1749.897788077125,2816.4144194777496,2807.1134251546437
43326.3819444445,1749.897788077125,1725.166373747444,2816.060286717256,2808.0546230894865
43326.3854166666,1725.166373747444,1714.7750805005676,2766.31827250691,2759.013745011594
43326.3888888889,1714.7750805005676,1721.4520605876378,2775.6226437301457,2766.889759934066
43326.3923611111,1721.4520605876378,1714.1509358553117,2876.0938370321555,2865.0815043292687
43326.3958333334,1714.1509358553117,1690.430288224798,2950.1314235738582,2938.154256643104
43326.3993055555,1690.430288224798,1657.7979034007108,2904.2482194155778,2893.9742761506136
43326.4027777778,1657.7979034007108,1645.768826116792,2831.1760555435576,2822.0133126003125
43326.40625,1645.768826116792,1575.4318382671402,2840.873931311982,2831.550787588921
43326.4097222222,1575.4318382671402,1579.471558864791,2795.3070889298388,2787.3344857456873
43326.4131944445,1579.471558864791,1595.2927706288372,2843.407476574147,2833.34554740183
43326.4166666666,1595.2927706288372,1601.4403344772154,2957.830002694279,2946.10193921981
43326.4201388889,1601.4403344772154,1604.1519444579064,2987.353085192611,2976.6485484845107
43326.4236111111,1604.1519444579064,1633.0524137923533,2981.04156198345,2970.6178225535537
43326.4270833334,1633.0524137923533,1630.5364500518765,3015.8027796533465,3003.8097008481636
43326.4305555555,1630.5364500518765,1620.7185816647689,3053.0773488694404,3041.331391458072
43326.4340277778,1620.7185816647689,1612.8423165644322,2958.109277077818,2948.709502392222
43326.4375,1612.8423165644322,1602.1077749135386,2963.770994299572,2954.1620213060114
43326.4409722222,1602.1077749135386,1561.4292573917742,3028.7683449052665,3017.432971616782
43326.4444444445,1561.4292573917742,1573.2852078282124,3047.7245408404656,3037.534182962145
43326.4479166666,1573.2852078282124,1577.062048263242,3103.124080480146,3091.2361690977586
43326.4513888889,1577.062048263242,1592.5106869556773,3047.4224739085407,3036.561536980008
43326.4548611111,1592.5106869556773,1646.6657079922784,3099.5672445677174,3086.783923265136
43326.4583333334,1646.6657079922784,1589.6086669443953,3193.806271244313,3179.3964713256196
43326.4618055555,1589.6086669443953,1566.935411274918,3239.7969769986594,3227.9628714671353
43326.4652777778,1566.935411274918,1588.8897413366112,3294.1751440581033,3281.9122950152414
43326.46875,1588.8897413366112,1572.5631278638286,3337.4933762507026,3325.317464803255
43326.4722222222,1572.5631278638286,1606.3062338912443,3207.7710386025956,3198.646174116409
43326.4756944445,1606.3062338912443,1608.7673945840027,3245.341106248739,3234.1018039769324
43326.4791666666,1608.7673945840027,1645.6043613072666,3429.402054726847,3415.1374897453425
43326.4826388889,1645.6043613072666,1644.5497568804212,3329.522769938769,3319.466888537359
43326.4861111111,1644.5497568804212,1648.5824947646977,3331.022026655906,3319.135907122351
43326.4895833334,1648.5824947646977,1638.0819699131189,3386.379251234642,3372.585402699492
43326.4930555555,1638.0819699131189,1683.0549636292621,3399.8886671665364,3386.429357611783
43326.4965277778,1683.0549636292621,1631.070372910235,3476.2649871246276,3461.1082147800844
43326.5,1631.070372910235,1647.9125826103875,3619.2487356201214,3602.480338986837
43326.5034722222,1647.9125826103875,1632.767895365133,3638.7399607628477,3623.2368650088256
43326.5069444445,1632.767895365133,1671.1859629423527,3707.34864608825,3690.912628101767
43326.5104166666,1671.1859629423527,1698.2660201459032,3733.8298526221092,3720.3415306324423
43326.5138888889,1698.2660201459032,1753.9468619419504,3834.62036309738,3818.6708778522907
43326.5173611111,1753.9468619419504,1647.3476875119786,3861.650809279676,3846.9728688856662
43326.5208333334,1647.3476875119786,1634.6307562795157,3824.7173925777065,3808.051580734378
43326.5243055555,1634.6307562795157,1654.5167753023688,3851.674399911325,3834.9818985065003
43326.5277777778,1654.5167753023688,1670.0204366483417,3857.1365729130644,3840.330503197051
43326.53125,1670.0204366483417,1650.949820084836,3941.5482308821693,3923.0951032775397
43326.5347222222,1650.949820084836,1626.6763490820947,3928.470917690194,3911.2082603791414
43326.5381944445,1626.6763490820947,1661.6020051064418,3879.760929941705,3864.447547120854
43326.5416666666,1661.6020051064418,1622.6246994781216,3901.324028563334,3885.1517672559385
43326.5451388889,1622.6246994781216,1633.4392578192294,3922.406506381113,3905.839034308686
43326.5486111111,1633.4392578192294,1601.2532661591208,3910.677596498694,3894.513983694114
43326.5520833334,1601.2532661591208,1626.6763474345007,3910.7246259471017,3895.2329985386214
43326.5555555555,1626.6763474345007,1602.6880208611553,3879.5250110553034,3865.141548501804
43326.5590277778,1602.6880208611553,1628.4377735321466,3825.4671018969566,3812.4656075981197
43326.5625,1628.4377735321466,1655.8187329870495,3793.718430655393,3780.0645488833056
43326.5659722222,1655.8187329870495,1605.1843954333383,3756.0917454927353,3743.4194462499913
43326.5694444445,1605.1843954333383,1641.0144024932588,3560.155755571362,3550.44906851618
43326.5729166666,1641.0144024932588,1627.8961702698862,3510.714936785623,3499.436187354358
43326.5763888889,1627.8961702698862,1673.2614042872606,3478.213138439148,3465.5354780123134
43326.5798611111,1673.2614042872606,1681.2642342794288,3485.436925174474,3472.3411290370577
43326.5833333334,1681.2642342794288,1663.0779736935124,3399.373844553269,3388.2016716078942
43326.5868055555,1663.0779736935124,1660.0849397922666,3291.702460189909,3281.4413379677994
43326.5902777778,1660.0849397922666,1656.5956264077531,3234.250678108816,3223.1134851925567
43326.59375,1656.5956264077531,1658.4318750121047,3151.445883938208,3141.3014857170197
43326.5972222222,1658.4318750121047,1690.9043279983941,3076.619025675051,3066.8117352055015
43326.6006944445,1690.9043279983941,1692.2184913310987,3083.9776297058665,3072.9704173878376
43326.6041666666,1692.2184913310987,1729.0579857337216,3127.3510470298174,3115.8533265159263
43326.6076388889,1729.0579857337216,1718.8747589848033,3181.3838303939438,3169.890293348446
43326.6111111111,1718.8747589848033,1752.902206901468,3180.195520482382,3169.1305313372095
43326.6145833334,1752.902206901468,1788.1486947887997,3220.809081489259,3208.7272701260017
43326.6180555555,1788.1486947887997,1788.148695747015,3305.9838877629677,3293.8724451742746
43326.6215277778,1788.148695747015,1781.3106494063732,3326.8462350979744,3315.2393118688174
43326.625,1781.3106494063732,1762.396339730598,3336.056200197203,3325.6225711059938
43326.6284722222,1762.396339730598,1794.6678877806523,3253.6225462754915,3244.9045796058613
43326.6319444445,1794.6678877806523,1772.2974407918414,3302.880872757398,3292.048496023913
43326.6354166666,1772.2974407918414,1768.9970740392982,3245.8996870546644,3237.098877281143
43326.6388888889,1768.9970740392982,1782.781222277821,3234.367827145793,3225.852674356186
43326.6423611111,1782.781222277821,1758.5864925427825,3245.2411412387373,3236.326500389615
43326.6458333334,1758.5864925427825,1772.821552011204,3220.090045357132,3211.7771644949867
43326.6493055555,1772.821552011204,1757.379823902539,3235.974856633475,3225.49518334144
43326.6527777778,1757.379823902539,1775.1527617959623,3184.04243988882,3174.627373990582
43326.65625,1775.1527617959623,1793.3342562033458,3144.265279948968,3135.127699412056
43326.6597222222,1793.3342562033458,1777.3383120080991,3120.299642954973,3111.0189728199884
43326.6631944445,1777.3383120080991,1791.6917932749607,3074.506783751292,3065.9237699447
43326.6666666666,1791.6917932749607,1813.465825470712,3052.38372993758,3044.39349966154
43326.6701388889,1813.465825470712,1813.1061683659084,3046.2436987201213,3037.9460403973208
43326.6736111111,1813.1061683659084,1805.8046201883062,3072.2182889613646,3063.614910525395
43326.6770833334,1805.8046201883062,1833.633799535536,3038.5529520241785,3030.777091169436
43326.6805555555,1833.633799535536,1842.9101942797333,3030.611149172906,3022.7269407313083
43326.6840277778,1842.9101942797333,1849.3079974016487,3031.3843797588456,3024.1534986947836
43326.6875,1849.3079974016487,1857.0138891380054,3057.47331186178,3049.6072956041294
43326.6909722222,1857.0138891380054,1869.4561936075825,3051.609020091726,3044.3908712288644
43326.6944444445,1869.4561936075825,1869.9828385273292,3049.7103295581774,3042.3391191368896
43326.6979166666,1869.9828385273292,1886.2000303445911,3010.6707967347156,3004.2238625552736
43326.7013888889,1886.2000303445911,1878.7879231197276,3027.4494727771025,3020.3474497906936
43326.7048611111,1878.7879231197276,1881.8984979361276,3041.524087145797,3033.4410545294513
43326.7083333334,1881.8984979361276,1879.1494211709394,3044.638558609445,3036.552179248784
43326.7118055555,1879.1494211709394,1880.1306865393854,3006.5926054190677,2999.402237498665
43326.7152777778,1880.1306865393854,1880.1306868223796,2984.737339682368,2977.696006056608
43326.71875,1880.1306868223796,1882.5584930906105,2977.4238141754367,2969.7650605702715
43326.7222222222,1882.5584930906105,1930.2937308286753,2938.4295647664308,2931.7984314905766
43326.7256944445,1930.2937308286753,1951.4089984656678,2928.155109472183,2921.12822973791
43326.7291666666,1951.4089984656678,1980.878266781046,2913.126485301792,2906.3367306351724
43326.7326388889,1980.878266781046,1980.6623513939446,2933.193110429703,2925.3995901056564
43326.7361111111,1980.6623513939446,1968.585142709793,2950.4996730434596,2942.4599921241734
43326.7395833334,1968.585142709793,1946.3710271346438,2955.064432278022,2947.2013458049546
43326.7430555555,1946.3710271346438,1939.5563350778082,2982.141292833898,2973.8287564529946
43326.7465277778,1939.5563350778082,1918.8712771343269,3002.07119638671,2993.7231441263534
43326.75,1918.8712771343269,1902.6709554373574,2994.7794885431827,2987.0093314171636
43326.7534722222,1902.6709554373574,1886.2000313929377,3002.177428482517,2993.1293257566144
43326.7569444445,1886.2000313929377,1888.31600361093,3017.1640379834826,3007.9280263156616
43326.7604166666,1888.31600361093,1856.8709546687335,2997.050225730811,2989.0019856504546
43326.7638888889,1856.8709546687335,1860.825037980179,2965.286301007633,2957.369628430846
43326.7673611111,1860.825037980179,1847.610648368956,2944.623141195255,2936.768573568583
43326.7708333334,1847.610648368956,1831.4837192048374,2914.1528194090342,2906.6868041600046
43326.7743055555,1831.4837192048374,1846.7565312239842,2881.774524757645,2874.6964920965934
43326.7777777778,1846.7565312239842,1837.3444675214917,2860.342336623828,2853.075377294914
43326.78125,1837.3444675214917,1846.756530599125,2866.6531387400196,2858.799733029098
43326.7847222222,1846.756530599125,1839.1195497802412,2855.10773472191,2847.376769468443
43326.7881944445,1839.1195497802412,1822.384053617884,2827.2510625805094,2819.871241078736
43326.7916666666,1822.384053617884,1802.3578553771815,2807.3746621912555,2799.8917575548935
43326.7951388889,1802.3578553771815,1804.5820928980477,2801.5210293384525,2793.6866040792993
43326.7986111111,1804.5820928980477,1793.0696085221578,2811.150836488458,2802.7395305922673
43326.8020833334,1793.0696085221578,1762.3054594701428,2814.143971943591,2805.946845645716
43326.8055555555,1762.3054594701428,1761.0240154401743,2803.6513895111834,2795.9757803904786
43326.8090277778,1761.0240154401743,1774.493613689267,2777.173126378218,2770.0298824538477
43326.8125,1774.493613689267,1761.0240163403641,2782.0198307583864,2774.2960852989672
43326.8159722222,1761.0240163403641,1755.3706475552483,2771.6897364685005,2764.390798447445
43326.8194444445,1755.3706475552483,1752.543963553522,2768.6138912567885,2761.1215807225885
43326.8229166666,1752.543963553522,1772.3307497131364,2767.338217310766,2759.698476057334
43326.8263888889,1772.3307497131364,1764.5024158910444,2767.3093167378374,2759.7362276046993
43326.8298611111,1764.5024158910444,1740.5836975939703,2755.876946732752,2748.705819970421
43326.8333333334,1740.5836975939703,1763.2244492302389,2728.819643471099,2721.981738798915
43326.8368055555,1763.2244492302389,1739.322581500022,2710.452427992365,2703.7475439379223
43326.8402777778,1739.322581500022,1782.778798031474,2683.6093353178467,2677.5845588176553
43326.84375,1782.778798031474,1777.4895337503485,2691.1077649111994,2685.31371437156
43326.8472222222,1777.4895337503485,1780.3507825436848,2682.648012983331,2677.486454755389
43326.8506944445,1780.3507825436848,1807.2849850939754,2656.88963427624,2652.039169390136
43326.8541666666,1807.2849850939754,1796.3706359288312,2650.239178803077,2645.1828516104547
43326.8576388889,1796.3706359288312,1782.649152230598,2637.015848409127,2632.1450086388318
43326.8611111111,1782.649152230598,1774.1903366535882,2610.254116245166,2605.614717241939
43326.8645833334,1774.1903366535882,1790.260924960397,2580.579464660151,2576.1460291873746
43326.8680555555,1790.260924960397,1789.8680114598747,2583.7168714944078,2578.7019030261563
43326.8715277778,1789.8680114598747,1770.8056112143731,2573.1503213317037,2568.365399519652
43326.875,1770.8056112143731,1765.1854226046241,2547.988173343989,2543.554282061975
43326.8784722222,1765.1854226046241,1772.8824512375616,2530.1161015614475,2525.2777364289777
43326.8819444445,1772.8824512375616,1759.5599509882645,2525.4311233189355,2520.4266613182863
43326.8854166666,1759.5599509882645,1785.710836627901,2513.113103330195,2507.409880608552
43326.8888888889,1785.710836627901,1826.4492506268703,2523.7663027312396,2503.5813804034497
43326.8923611111,1826.4492506268703,1835.5467506874909,2569.312110821023,2353.205047062937
43326.8958333334,1835.5467506874909,1864.6404308152933,2604.0191672958217,2199.122890974108
43326.8993055555,1864.6404308152933,1870.665082469891,2612.29300117599,2045.6874054668983
43326.9027777778,1870.665082469891,1885.799477912205,2626.2993608711986,1890.4492369290292
43326.90625,1885.799477912205,1943.6141258040445,2618.3684222214147,1751.1826844524574
43326.9097222222,1943.6141258040445,1939.8504193976762,2640.8180875806343,1611.4849577224707
43326.9131944445,1939.8504193976762,1966.4601643912167,2633.7880499080047,1469.2393279263008
43326.9166666666,1966.4601643912167,1957.2112351425283,2632.2503359469333,1329.3090287548089
43326.9201388889,1957.2112351425283,1983.6600302728723,2619.7897197819893,1190.2097397984705
43326.9236111111,1983.6600302728723,1991.5946734231509,2618.0038148776407,1072.119453437131
43326.9270833334,1991.5946734231509,1997.941708131943,2618.6961540963207,974.0539169197762
43326.9305555555,1997.941708131943,2018.0434747049192,2606.7179784324394,878.581916139582
43326.9340277778,2018.0434747049192,2026.8592862284836,2614.5045345427397,810.8571909821197
43326.9375,2026.8592862284836,2032.117026508547,2604.252698101001,744.8318514138401
43326.9409722222,2032.117026508547,2035.4849362793987,2601.837423436265,681.0353628710484
43326.9444444445,2035.4849362793987,2038.727949963738,2586.682799913835,664.5096541938849
43326.9479166666,2038.727949963738,2038.727951182783,2571.2067636359684,649.2582525976952
43326.9513888889,2038.727951182783,2056.907687206851,2567.6568670715305,636.7231393993245
43326.9548611111,2056.907687206851,2029.4501018780234,2566.7963934678064,624.7158493831645
43326.9583333334,2029.4501018780234,2067.296111041298,2539.905713528519,671.4865829150384
43326.9618055555,2067.296111041298,2042.2784829915502,2557.4378942439357,716.0141335468392
43326.9652777778,2042.2784829915502,2057.6725419046816,2538.1755742587316,758.4501753082732
43326.96875,2057.6725419046816,2062.8038938434715,2533.878908385694,798.7662918046784
43326.9722222222,2062.8038938434715,2042.8715730824376,2533.0288410924954,836.3763168818322
43326.9756944445,2042.8715730824376,2060.4702034761126,2509.6574152882085,871.5941011641421
43326.9791666666,2060.4702034761126,2047.9407324759068,2515.9933523244854,905.0696352357056
43326.9826388889,2047.9407324759068,2045.4061528711145,2505.944434946122,935.8422117858829
43326.9861111111,2045.4061528711145,2043.035354625537,2503.696265557468,964.3049623121478
43326.9895833334,2043.035354625537,2050.592821613738,2491.750784157332,991.5114658801457
43326.9930555555,2050.592821613738,2045.6156897168364,2489.9558673460756,1031.8665535830253
43326.9965277778,2045.6156897168364,2060.638569133203,2478.1639248159436,1069.1677069001153
43327,2060.638569133203,2045.5906184073235,2475.5592552447647,1104.182281075984
43327.0034722222,2045.5906184073235,2055.5448288126004,2463.635821647576,1136.7649592443474
43327.0069444445,2055.5448288126004,2063.010488332102,2460.9671224033423,1167.1473573820751
43327.0104166666,2063.010488332102,2050.4269626841565,2460.474489560716,1195.7552046222452
43327.0138888889,2050.4269626841565,2055.373709487238,2449.027648582194,1221.4381520048062
43327.0173611111,2055.373709487238,2050.2019489334707,2446.528100032944,1246.7943805351097
43327.0208333334,2050.2019489334707,2052.660224221209,2434.74592960823,1270.854916915412
43327.0243055555,2052.660224221209,2042.5638154378578,2432.1365369822474,1294.3033307398239
43327.0277777778,2042.5638154378578,2047.450333086681,2420.3025639504863,1315.2531281764764
43327.03125,2047.450333086681,2062.493325656569,2417.6252287024163,1335.093901748609
43327.0347222222,2062.493325656569,2057.5767759039272,2428.4169491276425,1355.0231972355461
43327.0381944445,2057.5767759039272,2042.563815274025,2431.038701605402,1373.868234097223
43327.0416666666,2042.563815274025,2060.0350516216563,2420.5357013856487,1392.5478916362613
43327.0451388889,2060.0350516216563,2062.4933268448663,2429.429648305326,1410.4428461157056
43327.0486111111,2062.4933268448663,2064.951602727435,2431.762064709112,1430.0951839915142
43327.0520833334,2064.951602727435,2062.493327256967,2432.4382489798327,1449.322669066865
43327.0555555555,2062.493327256967,2077.634075242533,2432.7505503796033,1468.584879874901
43327.0590277778,2077.634075242533,2077.6340754913126,2443.4788023208494,1474.2646725886395
43327.0625,2077.6340754913126,2080.1074488928516,2446.054410026726,1480.2094439660607
43327.0659722222,2080.1074488928516,2085.054196773976,2446.6904402357936,1485.9123893047315
43327.0694444445,2085.054196773976,2079.7012571986475,2447.0215347476596,1493.8882446323498
43327.0729166666,2079.7012571986475,2094.947691676415,2435.819569744442,1501.4397826984389
43327.0763888889,2094.947691676415,2082.1595346268114,2444.5534994328796,1508.717391020627
43327.0798611111,2082.1595346268114,2097.421065408646,2435.346456548578,1516.083350692899
43327.0833333334,2097.421065408646,2102.3678140676634,2444.591085044818,1523.9096658171707
43327.0868055555,2102.3678140676634,2107.3145619487877,2446.781935860942,1531.1072547792714
43327.0902777778,2107.3145619487877,2104.8411906723154,2447.3803459864616,1538.7711441917247
43327.09375,2104.8411906723154,2130.201418442019,2447.349437104604,1542.5944523865733
43327.0972222222,2130.201418442019,2135.178526960927,2458.8237462150723,1547.5945014763063
43327.1006944445,2135.178526960927,2122.1548054263017,2461.5349045290795,1552.3163917433862
43327.1041666666,2122.1548054263017,2124.6281805718168,2450.812126168204,1556.768143715968
43327.1076388889,2124.6281805718168,2143.264416057823,2448.169581845875,1558.499393353955
43327.1111111111,2143.264416057823,2117.20805936599,2469.3973563720897,1543.7536984529343
43327.1145833334,2117.20805936599,2122.15480526045,2451.5079781266554,1530.1995969645686
43327.1180555555,2122.15480526045,2135.1785266899683,2446.4181332214025,1503.4842664729308
43327.1215277778,2135.1785266899683,2122.1548054263017,2456.4904748942495,1478.4015539014376
43327.125,2122.1548054263017,2122.1548054263017,2447.3318267198215,1454.2219167232313
43327.1284722222,2122.1548054263017,2114.7346839777865,2445.059321862082,1431.1452191272108
43327.1319444445,2114.7346839777865,2114.734683729007,2443.6386312787145,1396.2889950232575
43327.1354166666,2114.734683729007,2104.8411878009097,2443.106114413895,1362.6826208786363
43327.1388888889,2104.8411878009097,2099.894440997828,2442.875622280982,1331.718594198735
43327.1423611111,2099.894440997828,2104.8411878009097,2442.634136646693,1301.6901640384076
43327.1458333334,2104.8411878009097,2097.4210666840986,2442.541597617857,1274.9940018003097
